experiment,method,N,seed,selected_real_utility,violation_rate
grounding_calibration_repair,torch_semantic,8,3,0.2232236308350769,0.9629259077723105
grounding_calibration_repair,torch_semantic,16,1,0.2072708506147674,0.998785126755276
grounding_calibration_repair,torch_semantic,16,2,0.1852569529444067,0.9816280888758183
grounding_calibration_repair,torch_semantic,16,3,0.21598122372268957,0.9964009060928118
grounding_calibration_repair,torch_semantic,32,1,0.22354941311212967,0.9999819397391879
grounding_calibration_repair,torch_semantic,32,2,0.20704899771507973,0.968267031855469
grounding_calibration_repair,torch_semantic,32,3,0.2508238727884309,0.9998901632269046
grounding_calibration_repair,torch_semantic,64,1,0.24600741010917748,0.9999999996802041
grounding_calibration_repair,torch_semantic,64,2,0.24992027245663978,0.9374980688811272
grounding_calibration_repair,torch_semantic,64,3,0.31039087359282547,0.9999999858094892
grounding_calibration_repair,torch_semantic,128,1,0.2671875,1.0
grounding_calibration_repair,torch_semantic,128,2,0.35,0.875
grounding_calibration_repair,torch_semantic,128,3,0.37092013888888886,1.0
grounding_calibration_repair,torch_calibrated,1,1,0.4658447265625,0.7412109375
grounding_calibration_repair,torch_calibrated,1,2,0.4575439453125,0.7470703125
grounding_calibration_repair,torch_calibrated,1,3,0.49473470052083335,0.6875
grounding_calibration_repair,torch_calibrated,2,1,0.6857952448326772,0.549435593011811
grounding_calibration_repair,torch_calibrated,2,2,0.6748754946891404,0.5606391486220472
grounding_calibration_repair,torch_calibrated,2,3,0.719722717765748,0.4745017224409449
grounding_calibration_repair,torch_calibrated,4,1,0.875498652512186,0.3025248201396701
grounding_calibration_repair,torch_calibrated,4,2,0.8657892108701255,0.32153613220222466
grounding_calibration_repair,torch_calibrated,4,3,0.9019773267924843,0.2305305039995001
grounding_calibration_repair,torch_calibrated,8,1,0.9740531604296373,0.09511684035676113
grounding_calibration_repair,torch_calibrated,8,2,0.9688278797240195,0.11975179328502611
grounding_calibration_repair,torch_calibrated,8,3,0.9838663490681672,0.06639856212832797
grounding_calibration_repair,torch_calibrated,16,1,0.998297101122864,0.02021381435679346
grounding_calibration_repair,torch_calibrated,16,2,0.9967806410304566,0.04406439971237457
grounding_calibration_repair,torch_calibrated,16,3,0.9981842295565628,0.03178781881227766
grounding_calibration_repair,torch_calibrated,32,1,0.9999935780337346,0.021549845165127618
grounding_calibration_repair,torch_calibrated,32,2,0.9994723596115591,0.04814378355040728
grounding_calibration_repair,torch_calibrated,32,3,0.9979697766251787,0.04871112697988136
grounding_calibration_repair,torch_calibrated,64,1,0.9999999999977867,0.02938877954265979
grounding_calibration_repair,torch_calibrated,64,2,0.9994795139784823,0.06156467500199937
grounding_calibration_repair,torch_calibrated,64,3,0.9969515373544666,0.07316310349267076
grounding_calibration_repair,torch_calibrated,128,1,1.0,0.03125
grounding_calibration_repair,torch_calibrated,128,2,0.9994791666666667,0.06666666666666667
grounding_calibration_repair,torch_calibrated,128,3,0.9965277777777777,0.08333333333333333
