experiment,method,N,seed,selected_real_utility,violation_rate
controlled_semantic_overselection,semantic_plus_physical,16,3,0.8687874109517579,8.091709075787749e-05
controlled_semantic_overselection,semantic_plus_physical,32,1,0.8779122381626343,1.5663128221484587e-07
controlled_semantic_overselection,semantic_plus_physical,32,2,0.84840254187511,8.310896373187896e-09
controlled_semantic_overselection,semantic_plus_physical,32,3,0.868061715176333,5.081882414663691e-08
controlled_semantic_overselection,semantic_plus_physical,64,1,0.9262072172518632,1.2599038523098393e-16
controlled_semantic_overselection,semantic_plus_physical,64,2,0.869220184312282,1.3323076068914313e-20
controlled_semantic_overselection,semantic_plus_physical,64,3,0.8813234044545852,3.148809236136607e-17
controlled_semantic_overselection,semantic_plus_physical,128,1,1.0,0.0
controlled_semantic_overselection,semantic_plus_physical,128,2,0.89375,0.0
controlled_semantic_overselection,semantic_plus_physical,128,3,1.0,0.0
controlled_semantic_overselection,grounded_combined,1,1,0.4658447265625,0.447265625
controlled_semantic_overselection,grounded_combined,1,2,0.4575439453125,0.4580078125
controlled_semantic_overselection,grounded_combined,1,3,0.49473470052083335,0.4189453125
controlled_semantic_overselection,grounded_combined,2,1,0.614787552801017,0.3146069143700787
controlled_semantic_overselection,grounded_combined,2,2,0.6069857539780183,0.32175812007874016
controlled_semantic_overselection,grounded_combined,2,3,0.6587072978182414,0.27208415354330706
controlled_semantic_overselection,grounded_combined,4,1,0.7936186387346114,0.19718727737157854
controlled_semantic_overselection,grounded_combined,4,2,0.7856091427048182,0.20312796447319087
controlled_semantic_overselection,grounded_combined,4,3,0.8395392543705475,0.14834653871391076
controlled_semantic_overselection,grounded_combined,8,1,0.9428615639931296,0.0756332685422246
controlled_semantic_overselection,grounded_combined,8,2,0.9355358390942592,0.08196962343115397
controlled_semantic_overselection,grounded_combined,8,3,0.9656941962817435,0.0431101046631345
controlled_semantic_overselection,grounded_combined,16,1,0.9955980488358657,0.008002872989693627
controlled_semantic_overselection,grounded_combined,16,2,0.9931003964372898,0.011284522997066043
controlled_semantic_overselection,grounded_combined,16,3,0.9984457529688626,0.00263625776883256
controlled_semantic_overselection,grounded_combined,32,1,0.999974114425844,6.044418603315959e-05
controlled_semantic_overselection,grounded_combined,32,2,0.9999020026073272,0.00020108112795888777
controlled_semantic_overselection,grounded_combined,32,3,0.9999972838102671,6.370670418850216e-06
controlled_semantic_overselection,grounded_combined,64,1,0.999999999825221,3.709266084061579e-10
controlled_semantic_overselection,grounded_combined,64,2,0.9999999966989452,8.54469301120117e-09
controlled_semantic_overselection,grounded_combined,64,3,0.9999999999990434,2.4723315485223173e-12
controlled_semantic_overselection,grounded_combined,128,1,1.0,0.0
controlled_semantic_overselection,grounded_combined,128,2,1.0,0.0
controlled_semantic_overselection,grounded_combined,128,3,1.0,0.0
controlled_semantic_overselection,random,1,1,0.4658447265625,0.447265625
controlled_semantic_overselection,random,1,2,0.4575439453125,0.4580078125
controlled_semantic_overselection,random,1,3,0.49473470052083335,0.4189453125
controlled_semantic_overselection,random,2,1,0.4689358288221785,0.4346856545275591
controlled_semantic_overselection,random,2,2,0.45185713480150924,0.4608298474409449
controlled_semantic_overselection,random,2,3,0.5046586644931104,0.4123093011811024
controlled_semantic_overselection,random,4,1,0.46256760248718914,0.43545402137232847
controlled_semantic_overselection,random,4,2,0.4430162158441132,0.45985803337082864
controlled_semantic_overselection,random,4,3,0.4960420413268654,0.42238827568428944
controlled_semantic_overselection,random,8,1,0.45158383302236604,0.44860833529805305
controlled_semantic_overselection,random,8,2,0.43532371946360604,0.45540234274118774
controlled_semantic_overselection,random,8,3,0.4774387483121666,0.44614893543676204
controlled_semantic_overselection,random,16,1,0.42487383219265173,0.47836256204295513
controlled_semantic_overselection,random,16,2,0.4212195642015807,0.4561000713693956
controlled_semantic_overselection,random,16,3,0.4522169572407048,0.4833670404081142
controlled_semantic_overselection,random,32,1,0.3946294287020852,0.5004056938927711
controlled_semantic_overselection,random,32,2,0.39429145492143003,0.45561273760719834
controlled_semantic_overselection,random,32,3,0.41403187021035015,0.5545844299931659
controlled_semantic_overselection,random,64,1,0.4218302394524721,0.4457352615018739
controlled_semantic_overselection,random,64,2,0.3575325857687899,0.438297706512274
controlled_semantic_overselection,random,64,3,0.3461885134829529,0.6678929911956362
controlled_semantic_overselection,random,128,1,0.621875,0.25
controlled_semantic_overselection,random,128,2,0.2625,0.375
controlled_semantic_overselection,random,128,3,0.23541666666666664,0.875
controlled_semantic_overselection,oracle,1,1,0.4658447265625,0.447265625
controlled_semantic_overselection,oracle,1,2,0.4575439453125,0.4580078125
controlled_semantic_overselection,oracle,1,3,0.49473470052083335,0.4189453125
controlled_semantic_overselection,oracle,2,1,0.6877992484826116,0.25658218503937014
controlled_semantic_overselection,oracle,2,2,0.676918394233924,0.2772976131889764
controlled_semantic_overselection,oracle,2,3,0.7215132105068898,0.22663939468503935
controlled_semantic_overselection,oracle,4,1,0.8774171816413574,0.10918797162073492
controlled_semantic_overselection,oracle,4,2,0.8679970787831208,0.13250511752437194
controlled_semantic_overselection,oracle,4,3,0.9037551783566118,0.0870109322272216
controlled_semantic_overselection,oracle,8,1,0.9746877241212618,0.020229264490021152
controlled_semantic_overselection,oracle,8,2,0.9702501280846082,0.031879984511314234
controlled_semantic_overselection,oracle,8,3,0.9849441311740896,0.012712809929997862
controlled_semantic_overselection,oracle,16,1,0.9983617412500123,0.0009142438555282779
controlled_semantic_overselection,oracle,16,2,0.99743933249314,0.002463954969050535
controlled_semantic_overselection,oracle,16,3,0.9994347825026937,0.000269454641426901
controlled_semantic_overselection,oracle,32,1,0.9999940595402841,5.478094682217731e-06
controlled_semantic_overselection,oracle,32,2,0.9999717431362195,4.504215019706908e-05
controlled_semantic_overselection,oracle,32,3,0.9999993505403517,4.00562664329768e-07
controlled_semantic_overselection,oracle,64,1,0.999999999998181,4.907143058655503e-12
controlled_semantic_overselection,oracle,64,2,0.9999999995668831,2.074137858022201e-09
controlled_semantic_overselection,oracle,64,3,0.9999999999999956,1.148051243753971e-14
controlled_semantic_overselection,oracle,128,1,1.0,0.0
controlled_semantic_overselection,oracle,128,2,1.0,0.0
controlled_semantic_overselection,oracle,128,3,1.0,0.0
