semantic_physical_misalignment,distractor_salience,obstacle_density,hidden_constraint_rate,verifier_false_positive_rate,verifier_false_negative_rate,label_noise,label_budget_fraction,pilot_label_count,tail_label_count,confidence_radius,raw_high_n_utility,tailguard_utility,certified_tailguard_utility,oracle_high_n_utility,random_high_n_utility,verifier_filtered_high_n_utility,calibrated_high_n_no_certificates_utility,certificate_only_utility,tailguard_gain_over_raw,raw_violation_rate,tailguard_violation_rate,certified_violation_rate,verifier_filtered_violation_rate,calibrated_no_certificate_violation_rate,certificate_only_violation_rate,tailguard_selected_N_mean,certified_candidate_count_mean,fallback_rate,abstention_rate,tailguard_gate,allow_high_n_rate,stop_early_rate,collect_pilot_labels_rate,block_high_n_rate,certificate_failure_reach_envelope_rate,certificate_failure_swept_volume_collision_rate,certificate_failure_receptacle_compatibility_rate,certificate_failure_stability_margin_rate,certificate_failure_fragile_heavy_handling_rate,certificate_failure_tool_object_match_rate,certificate_failure_blocked_path_constraints_rate,certificate_failure_hidden_obstacle_rate
0.7,0.6,0.55,0.12,0.14,0.1,0.1,0.02,13,3,1.0,0.001122023809523819,0.0,0.0,1.0,0.5391666666666667,0.05866666666666673,1.0,1.0,-0.001122023809523819,1.0,0.0,0.0,1.0,0.0,0.0,1.0,18.416666666666668,1.0,1.0,collect_pilot_labels,0.0,0.0,1.0,0.0,0.4752604166666667,0.5182291666666666,0.13151041666666666,0.23046875,0.24479166666666666,0.22526041666666666,0.28125,0.018229166666666668
0.7,0.6,0.55,0.12,0.14,0.1,0.2,0.02,13,4,1.0,0.001122023809523819,0.0,0.0,1.0,0.5391666666666667,0.0504166666666667,0.9926041666666666,1.0,-0.001122023809523819,1.0,0.0,0.0,1.0,0.03125,0.0,1.0,18.416666666666668,1.0,1.0,collect_pilot_labels,0.0,0.0,1.0,0.0,0.4752604166666667,0.5182291666666666,0.13151041666666666,0.23046875,0.24479166666666666,0.22526041666666666,0.28125,0.018229166666666668
0.7,0.6,0.55,0.12,0.14,0.1,0.0,0.05,32,8,0.48561584389505186,0.001122023809523819,1.0,1.0,1.0,0.5391666666666667,0.037250000000000054,1.0,1.0,0.9988779761904761,1.0,0.0,0.0,1.0,0.0,0.0,1.0,18.416666666666668,1.0,0.0,block_high_n,0.0,0.0,0.0,1.0,0.4752604166666667,0.5182291666666666,0.13151041666666666,0.23046875,0.24479166666666666,0.22526041666666666,0.28125,0.018229166666666668
0.7,0.6,0.55,0.12,0.14,0.1,0.05,0.05,32,8,0.4894894096119509,0.001122023809523819,1.0,1.0,1.0,0.5391666666666667,0.10666666666666674,1.0,1.0,0.9988779761904761,1.0,0.0,0.0,1.0,0.0,0.0,1.0,18.416666666666668,1.0,0.0,block_high_n,0.0,0.0,0.0,1.0,0.4752604166666667,0.5182291666666666,0.13151041666666666,0.23046875,0.24479166666666666,0.22526041666666666,0.28125,0.018229166666666668
0.7,0.6,0.55,0.12,0.14,0.1,0.1,0.05,32,7,0.5862478428755865,0.001122023809523819,1.0,1.0,1.0,0.5391666666666667,0.05625000000000004,1.0,1.0,0.9988779761904761,1.0,0.0,0.0,1.0,0.0,0.0,1.0,18.416666666666668,1.0,0.0,block_high_n,0.0,0.0,0.0,1.0,0.4752604166666667,0.5182291666666666,0.13151041666666666,0.23046875,0.24479166666666666,0.22526041666666666,0.28125,0.018229166666666668
0.7,0.6,0.55,0.12,0.14,0.1,0.2,0.05,32,7,0.6249127953833242,0.001122023809523819,0.0,0.0,1.0,0.5391666666666667,0.0706666666666667,1.0,1.0,-0.001122023809523819,1.0,0.0,0.0,1.0,0.0,0.0,1.0,18.416666666666668,1.0,1.0,collect_pilot_labels,0.0,0.0,1.0,0.0,0.4752604166666667,0.5182291666666666,0.13151041666666666,0.23046875,0.24479166666666666,0.22526041666666666,0.28125,0.018229166666666668
0.7,0.6,0.55,0.12,0.14,0.1,0.0,0.1,64,13,0.2884731075253483,0.001122023809523819,1.0,1.0,1.0,0.5391666666666667,0.10775000000000003,1.0,1.0,0.9988779761904761,1.0,0.0,0.0,1.0,0.0,0.0,1.0,18.416666666666668,1.0,0.0,block_high_n,0.0,0.0,0.0,1.0,0.4752604166666667,0.5182291666666666,0.13151041666666666,0.23046875,0.24479166666666666,0.22526041666666666,0.28125,0.018229166666666668
0.7,0.6,0.55,0.12,0.14,0.1,0.05,0.1,64,13,0.3048277323573915,0.001122023809523819,1.0,1.0,1.0,0.5391666666666667,0.02625000000000004,1.0,1.0,0.9988779761904761,1.0,0.0,0.0,1.0,0.0,0.0,1.0,18.416666666666668,1.0,0.0,block_high_n,0.0,0.0,0.0,1.0,0.4752604166666667,0.5182291666666666,0.13151041666666666,0.23046875,0.24479166666666666,0.22526041666666666,0.28125,0.018229166666666668
0.7,0.6,0.55,0.12,0.14,0.1,0.1,0.1,64,13,0.3056958913712724,0.001122023809523819,1.0,1.0,1.0,0.5391666666666667,0.07225000000000005,1.0,1.0,0.9988779761904761,1.0,0.0,0.0,1.0,0.0,0.0,1.0,18.416666666666668,1.0,0.0,block_high_n,0.0,0.0,0.0,1.0,0.4752604166666667,0.5182291666666666,0.13151041666666666,0.23046875,0.24479166666666666,0.22526041666666666,0.28125,0.018229166666666668
0.7,0.6,0.55,0.12,0.14,0.1,0.2,0.1,64,15,0.29622542614599,0.001122023809523819,1.0,1.0,1.0,0.5391666666666667,0.07491666666666673,0.9766666666666667,1.0,0.9988779761904761,1.0,0.0,0.0,1.0,0.08333333333333333,0.0,1.0,18.416666666666668,1.0,0.0,block_high_n,0.0,0.0,0.0,1.0,0.4752604166666667,0.5182291666666666,0.13151041666666666,0.23046875,0.24479166666666666,0.22526041666666666,0.28125,0.018229166666666668
0.7,0.6,0.55,0.12,0.14,0.1,0.0,0.2,128,26,0.14866181637389386,0.001122023809523819,1.0,1.0,1.0,0.5391666666666667,0.04583333333333337,1.0,1.0,0.9988779761904761,1.0,0.0,0.0,1.0,0.0,0.0,1.0,18.416666666666668,1.0,0.0,block_high_n,0.0,0.0,0.0,1.0,0.4752604166666667,0.5182291666666666,0.13151041666666666,0.23046875,0.24479166666666666,0.22526041666666666,0.28125,0.018229166666666668
0.7,0.6,0.55,0.12,0.14,0.1,0.05,0.2,128,32,0.1238874682016706,0.001122023809523819,1.0,1.0,1.0,0.5391666666666667,0.04525000000000003,1.0,1.0,0.9988779761904761,1.0,0.0,0.0,1.0,0.0,0.0,1.0,18.416666666666668,1.0,0.0,block_high_n,0.0,0.0,0.0,1.0,0.4752604166666667,0.5182291666666666,0.13151041666666666,0.23046875,0.24479166666666666,0.22526041666666666,0.28125,0.018229166666666668
0.7,0.6,0.55,0.12,0.14,0.1,0.1,0.2,128,26,0.15854332585331693,0.001122023809523819,1.0,1.0,1.0,0.5391666666666667,0.08475000000000005,1.0,1.0,0.9988779761904761,1.0,0.0,0.0,1.0,0.0,0.0,1.0,18.416666666666668,1.0,0.0,block_high_n,0.0,0.0,0.0,1.0,0.4752604166666667,0.5182291666666666,0.13151041666666666,0.23046875,0.24479166666666666,0.22526041666666666,0.28125,0.018229166666666668
0.7,0.6,0.55,0.12,0.14,0.1,0.2,0.2,128,26,0.18962992931019393,0.001122023809523819,1.0,1.0,1.0,0.5391666666666667,0.03300000000000003,1.0,1.0,0.9988779761904761,1.0,0.0,0.0,1.0,0.0,0.0,1.0,18.416666666666668,1.0,0.0,block_high_n,0.0,0.0,0.0,1.0,0.4752604166666667,0.5182291666666666,0.13151041666666666,0.23046875,0.24479166666666666,0.22526041666666666,0.28125,0.018229166666666668
